1027;errortest@localhost;$HOSTSTATUS;DISCONNECTED
1027;errortest@localhost;$HOSTSTATUS;CONNECTED
1027;errortest@localhost;TMLNAME;LGCommunicator3160Sender122@localhost
1027;errortest@localhost;$STATUS;READY
1027;errortest@localhost;$STATUS;READY
1028;errortest@localhost;READY;0;0
1046;&18/02/2015 14:49:10&;1;0.00;Load Session Setup - completed.
1046;&18/02/2015 14:49:10&;1;0.00;Session start time:Wed Feb 18 14:49:10 2015
1028;errortest@localhost;READY;0;0
1027;errortest@localhost;$STATUS;RUN
1028;errortest@localhost;RUN;3;3
1037;&18/02/2015 14:49:26&;localhost;errortest;3;16.36;1;Address 'qa25' not found. Verify the URL in the .js file. Error code: 0 in C:\Users\tanya\Documents\WebLOAD\Sessions\errortest.wlp at line 13
1037;&18/02/2015 14:49:26&;localhost;errortest;3;16.36;2;Address 'qa25' not found. Verify the URL in the .js file. Error code: 0 in C:\Users\tanya\Documents\WebLOAD\Sessions\errortest.wlp at line 13
1037;&18/02/2015 14:49:26&;localhost;errortest;3;16.36;0;Address 'qa25' not found. Verify the URL in the .js file. Error code: 0 in C:\Users\tanya\Documents\WebLOAD\Sessions\errortest.wlp at line 13
1037;&18/02/2015 14:49:26&;localhost;errortest;3;16.39;2;Failed to connect host: qa25 on port: 80. in C:\Users\tanya\Documents\WebLOAD\Sessions\errortest.wlp at line 13
1037;&18/02/2015 14:49:26&;localhost;errortest;3;16.40;1;Failed to connect host: qa25 on port: 80. in C:\Users\tanya\Documents\WebLOAD\Sessions\errortest.wlp at line 13
1037;&18/02/2015 14:49:26&;localhost;errortest;3;16.42;0;Failed to connect host: qa25 on port: 80. in C:\Users\tanya\Documents\WebLOAD\Sessions\errortest.wlp at line 13
1037;&18/02/2015 14:49:38&;localhost;errortest;3;28.64;2;Address 'qa25' not found. Verify the URL in the .js file. Error code: 0 in C:\Users\tanya\Documents\WebLOAD\Sessions\errortest.wlp at line 13
1037;&18/02/2015 14:49:38&;localhost;errortest;3;28.66;0;Address 'qa25' not found. Verify the URL in the .js file. Error code: 0 in C:\Users\tanya\Documents\WebLOAD\Sessions\errortest.wlp at line 13
1037;&18/02/2015 14:49:38&;localhost;errortest;3;28.68;1;Address 'qa25' not found. Verify the URL in the .js file. Error code: 0 in C:\Users\tanya\Documents\WebLOAD\Sessions\errortest.wlp at line 13
1037;&18/02/2015 14:49:38&;localhost;errortest;3;28.68;2;Failed to connect host: qa25 on port: 80. in C:\Users\tanya\Documents\WebLOAD\Sessions\errortest.wlp at line 13
1037;&18/02/2015 14:49:38&;localhost;errortest;3;28.69;0;Failed to connect host: qa25 on port: 80. in C:\Users\tanya\Documents\WebLOAD\Sessions\errortest.wlp at line 13
1037;&18/02/2015 14:49:38&;localhost;errortest;3;28.71;1;Failed to connect host: qa25 on port: 80. in C:\Users\tanya\Documents\WebLOAD\Sessions\errortest.wlp at line 13
1037;&18/02/2015 14:49:51&;localhost;errortest;3;40.92;2;Address 'qa25' not found. Verify the URL in the .js file. Error code: 0 in C:\Users\tanya\Documents\WebLOAD\Sessions\errortest.wlp at line 13
1037;&18/02/2015 14:49:51&;localhost;errortest;3;40.93;0;Address 'qa25' not found. Verify the URL in the .js file. Error code: 0 in C:\Users\tanya\Documents\WebLOAD\Sessions\errortest.wlp at line 13
1037;&18/02/2015 14:49:51&;localhost;errortest;3;40.94;2;Failed to connect host: qa25 on port: 80. in C:\Users\tanya\Documents\WebLOAD\Sessions\errortest.wlp at line 13
1037;&18/02/2015 14:49:51&;localhost;errortest;3;40.95;1;Address 'qa25' not found. Verify the URL in the .js file. Error code: 0 in C:\Users\tanya\Documents\WebLOAD\Sessions\errortest.wlp at line 13
1037;&18/02/2015 14:49:51&;localhost;errortest;3;40.97;0;Failed to connect host: qa25 on port: 80. in C:\Users\tanya\Documents\WebLOAD\Sessions\errortest.wlp at line 13
1037;&18/02/2015 14:49:51&;localhost;errortest;3;40.98;1;Failed to connect host: qa25 on port: 80. in C:\Users\tanya\Documents\WebLOAD\Sessions\errortest.wlp at line 13
1037;&18/02/2015 14:50:03&;localhost;errortest;3;53.18;2;Address 'qa25' not found. Verify the URL in the .js file. Error code: 0 in C:\Users\tanya\Documents\WebLOAD\Sessions\errortest.wlp at line 13
1037;&18/02/2015 14:50:03&;localhost;errortest;3;53.19;0;Address 'qa25' not found. Verify the URL in the .js file. Error code: 0 in C:\Users\tanya\Documents\WebLOAD\Sessions\errortest.wlp at line 13
1037;&18/02/2015 14:50:03&;localhost;errortest;3;53.21;1;Address 'qa25' not found. Verify the URL in the .js file. Error code: 0 in C:\Users\tanya\Documents\WebLOAD\Sessions\errortest.wlp at line 13
1037;&18/02/2015 14:50:03&;localhost;errortest;3;53.23;0;Failed to connect host: qa25 on port: 80. in C:\Users\tanya\Documents\WebLOAD\Sessions\errortest.wlp at line 13
1037;&18/02/2015 14:50:03&;localhost;errortest;3;53.23;2;Failed to connect host: qa25 on port: 80. in C:\Users\tanya\Documents\WebLOAD\Sessions\errortest.wlp at line 13
1037;&18/02/2015 14:50:03&;localhost;errortest;3;53.24;1;Failed to connect host: qa25 on port: 80. in C:\Users\tanya\Documents\WebLOAD\Sessions\errortest.wlp at line 13
1037;&18/02/2015 14:50:15&;localhost;errortest;3;65.49;0;Address 'qa25' not found. Verify the URL in the .js file. Error code: 0 in C:\Users\tanya\Documents\WebLOAD\Sessions\errortest.wlp at line 13
1037;&18/02/2015 14:50:15&;localhost;errortest;3;65.50;1;Address 'qa25' not found. Verify the URL in the .js file. Error code: 0 in C:\Users\tanya\Documents\WebLOAD\Sessions\errortest.wlp at line 13
1037;&18/02/2015 14:50:15&;localhost;errortest;3;65.52;2;Address 'qa25' not found. Verify the URL in the .js file. Error code: 0 in C:\Users\tanya\Documents\WebLOAD\Sessions\errortest.wlp at line 13
1037;&18/02/2015 14:50:15&;localhost;errortest;3;65.54;1;Failed to connect host: qa25 on port: 80. in C:\Users\tanya\Documents\WebLOAD\Sessions\errortest.wlp at line 13
1037;&18/02/2015 14:50:15&;localhost;errortest;3;65.55;0;Failed to connect host: qa25 on port: 80. in C:\Users\tanya\Documents\WebLOAD\Sessions\errortest.wlp at line 13
1037;&18/02/2015 14:50:15&;localhost;errortest;3;65.55;2;Failed to connect host: qa25 on port: 80. in C:\Users\tanya\Documents\WebLOAD\Sessions\errortest.wlp at line 13
1037;&18/02/2015 14:50:28&;localhost;errortest;3;77.81;1;Address 'qa25' not found. Verify the URL in the .js file. Error code: 0 in C:\Users\tanya\Documents\WebLOAD\Sessions\errortest.wlp at line 13
1037;&18/02/2015 14:50:28&;localhost;errortest;3;77.82;2;Address 'qa25' not found. Verify the URL in the .js file. Error code: 0 in C:\Users\tanya\Documents\WebLOAD\Sessions\errortest.wlp at line 13
1037;&18/02/2015 14:50:28&;localhost;errortest;3;77.83;0;Address 'qa25' not found. Verify the URL in the .js file. Error code: 0 in C:\Users\tanya\Documents\WebLOAD\Sessions\errortest.wlp at line 13
1037;&18/02/2015 14:50:28&;localhost;errortest;3;77.84;1;Failed to connect host: qa25 on port: 80. in C:\Users\tanya\Documents\WebLOAD\Sessions\errortest.wlp at line 13
1037;&18/02/2015 14:50:28&;localhost;errortest;3;77.87;2;Failed to connect host: qa25 on port: 80. in C:\Users\tanya\Documents\WebLOAD\Sessions\errortest.wlp at line 13
1037;&18/02/2015 14:50:28&;localhost;errortest;3;77.88;0;Failed to connect host: qa25 on port: 80. in C:\Users\tanya\Documents\WebLOAD\Sessions\errortest.wlp at line 13
1037;&18/02/2015 14:50:40&;localhost;errortest;3;90.11;1;Address 'qa25' not found. Verify the URL in the .js file. Error code: 0 in C:\Users\tanya\Documents\WebLOAD\Sessions\errortest.wlp at line 13
1037;&18/02/2015 14:50:40&;localhost;errortest;3;90.12;2;Address 'qa25' not found. Verify the URL in the .js file. Error code: 0 in C:\Users\tanya\Documents\WebLOAD\Sessions\errortest.wlp at line 13
1037;&18/02/2015 14:50:40&;localhost;errortest;3;90.14;0;Address 'qa25' not found. Verify the URL in the .js file. Error code: 0 in C:\Users\tanya\Documents\WebLOAD\Sessions\errortest.wlp at line 13
1037;&18/02/2015 14:50:40&;localhost;errortest;3;90.15;1;Failed to connect host: qa25 on port: 80. in C:\Users\tanya\Documents\WebLOAD\Sessions\errortest.wlp at line 13
1037;&18/02/2015 14:50:40&;localhost;errortest;3;90.16;2;Failed to connect host: qa25 on port: 80. in C:\Users\tanya\Documents\WebLOAD\Sessions\errortest.wlp at line 13
1037;&18/02/2015 14:50:40&;localhost;errortest;3;90.17;0;Failed to connect host: qa25 on port: 80. in C:\Users\tanya\Documents\WebLOAD\Sessions\errortest.wlp at line 13
1037;&18/02/2015 14:50:52&;localhost;errortest;3;102.41;1;Address 'qa25' not found. Verify the URL in the .js file. Error code: 0 in C:\Users\tanya\Documents\WebLOAD\Sessions\errortest.wlp at line 13
1037;&18/02/2015 14:50:52&;localhost;errortest;3;102.43;2;Address 'qa25' not found. Verify the URL in the .js file. Error code: 0 in C:\Users\tanya\Documents\WebLOAD\Sessions\errortest.wlp at line 13
1037;&18/02/2015 14:50:52&;localhost;errortest;3;102.44;0;Address 'qa25' not found. Verify the URL in the .js file. Error code: 0 in C:\Users\tanya\Documents\WebLOAD\Sessions\errortest.wlp at line 13
1037;&18/02/2015 14:50:52&;localhost;errortest;3;102.45;1;Failed to connect host: qa25 on port: 80. in C:\Users\tanya\Documents\WebLOAD\Sessions\errortest.wlp at line 13
1037;&18/02/2015 14:50:52&;localhost;errortest;3;102.48;0;Failed to connect host: qa25 on port: 80. in C:\Users\tanya\Documents\WebLOAD\Sessions\errortest.wlp at line 13
1037;&18/02/2015 14:50:52&;localhost;errortest;3;102.49;2;Failed to connect host: qa25 on port: 80. in C:\Users\tanya\Documents\WebLOAD\Sessions\errortest.wlp at line 13
1037;&18/02/2015 14:51:04&;localhost;errortest;3;114.74;1;Address 'qa25' not found. Verify the URL in the .js file. Error code: 0 in C:\Users\tanya\Documents\WebLOAD\Sessions\errortest.wlp at line 13
1037;&18/02/2015 14:51:04&;localhost;errortest;3;114.75;0;Address 'qa25' not found. Verify the URL in the .js file. Error code: 0 in C:\Users\tanya\Documents\WebLOAD\Sessions\errortest.wlp at line 13
1037;&18/02/2015 14:51:04&;localhost;errortest;3;114.76;2;Address 'qa25' not found. Verify the URL in the .js file. Error code: 0 in C:\Users\tanya\Documents\WebLOAD\Sessions\errortest.wlp at line 13
